Product_Weight,Product_Sugar_Content,Product_Allocated_Area,Product_Type,Product_MRP,Store_Establishment_Year,Store_Size,Store_Location_City_Type,Store_Type,Product_Store_Sales_Total
13.73,No Sugar,0.022,Household,155.08,2009,Medium,Tier 2,Supermarket Type2,3861.92
14.09,Low Sugar,0.021,Soft Drinks,79.15,1987,High,Tier 2,Supermarket Type1,2389.08
10.85,Low Sugar,0.151,Frozen Foods,167.37,2009,Medium,Tier 2,Supermarket Type2,3462.07
16.77,Low Sugar,0.007,Snack Foods,187.53,1999,Medium,Tier 1,Departmental Store,5211.42
13.61,Regular,0.139,Meat,168.22,1987,High,Tier 2,Supermarket Type1,4103.73
12.24,Low Sugar,0.037,Frozen Foods,155.81,2009,Medium,Tier 2,Supermarket Type2,3540.32
13.31,Low Sugar,0.012,Meat,193.19,1987,High,Tier 2,Supermarket Type1,4545.39
9.96,Low Sugar,0.029,Snack Foods,147.98,2009,Medium,Tier 2,Supermarket Type2,2864.34
12.28,Low Sugar,0.031,Snack Foods,172.48,2009,Medium,Tier 2,Supermarket Type2,3890.84
12.16,Low Sugar,0.017,Meat,123.61,2009,Medium,Tier 2,Supermarket Type2,2862.12
11.83,Low Sugar,0.023,Baking Goods,152.2,2009,Medium,Tier 2,Supermarket Type2,3372.79
13.32,Low Sugar,0.027,Fruits and Vegetables,167.54,1987,High,Tier 2,Supermarket Type1,4023.18
13.51,Low Sugar,0.033,Soft Drinks,165.08,1987,High,Tier 2,Supermarket Type1,4017.37
13.6,Low Sugar,0.021,Meat,155.14,2009,Medium,Tier 2,Supermarket Type2,3833.12
14.86,No Sugar,0.162,Health and Hygiene,151.92,1987,High,Tier 2,Supermarket Type1,4051.45
14.46,Regular,0.113,Canned,187.74,1987,High,Tier 2,Supermarket Type1,4694.28
19.01,Low Sugar,0.099,Snack Foods,181.17,1999,Medium,Tier 1,Departmental Store,5587.58
10.35,Low Sugar,0.044,Soft Drinks,121.94,1987,High,Tier 2,Supermarket Type1,2418.61
15.25,No Sugar,0.176,Household,152.71,1987,High,Tier 2,Supermarket Type1,4157.51
13.77,Low Sugar,0.037,Baking Goods,170.67,1987,High,Tier 2,Supermarket Type1,4189.4
10.63,No Sugar,0.14,Health and Hygiene,129.02,2009,Medium,Tier 2,Supermarket Type2,2627.24
10.47,Low Sugar,0.032,Canned,119.68,1987,High,Tier 2,Supermarket Type1,2399.89
10.73,Low Sugar,0.033,Soft Drinks,113.57,1987,High,Tier 2,Supermarket Type1,2333.46
8.88,Regular,0.061,Frozen Foods,127.76,1998,Small,Tier 3,Food Mart,2207.15
12.97,Regular,0.131,Fruits and Vegetables,174.0,1987,High,Tier 2,Supermarket Type1,4075.66
13.23,Low Sugar,0.061,Snack Foods,129.3,2009,Medium,Tier 2,Supermarket Type2,3222.07
16.49,Regular,0.031,Frozen Foods,155.06,1998,Small,Tier 3,Food Mart,950.99
17.36,Low Sugar,0.085,Canned,147.81,1987,High,Tier 2,Supermarket Type1,4531.9
14.04,Regular,0.046,Snack Foods,176.28,1999,Medium,Tier 1,Departmental Store,4365.38
12.26,Low Sugar,0.191,Fruits and Vegetables,122.08,2009,Medium,Tier 2,Supermarket Type2,2853.75
13.76,Low Sugar,0.009,Fruits and Vegetables,134.24,2009,Medium,Tier 2,Supermarket Type2,3440.9
13.98,Low Sugar,0.017,Meat,156.46,2009,Medium,Tier 2,Supermarket Type2,3945.58
12.53,Low Sugar,0.039,Soft Drinks,155.82,2009,Medium,Tier 2,Supermarket Type2,3604.26
11.21,Regular,0.007,Snack Foods,107.6,1987,High,Tier 2,Supermarket Type1,2321.37
10.03,Low Sugar,0.027,Soft Drinks,120.4,1987,High,Tier 2,Supermarket Type1,2315.58
11.38,Regular,0.062,Soft Drinks,191.36,1987,High,Tier 2,Supermarket Type1,4073.7
13.32,Low Sugar,0.076,Fruits and Vegetables,175.0,1987,High,Tier 2,Supermarket Type1,4175.82
14.04,Regular,0.032,Fruits and Vegetables,189.78,1999,Medium,Tier 1,Departmental Store,5216.38
12.05,Low Sugar,0.037,Baking Goods,181.65,1987,High,Tier 2,Supermarket Type1,4025.49
10.76,Low Sugar,0.078,Soft Drinks,174.99,2009,Medium,Tier 2,Supermarket Type2,5204.13
14.65,Low Sugar,0.031,Frozen Foods,160.7,1987,High,Tier 2,Supermarket Type1,4185.3
11.11,Low Sugar,0.074,Fruits and Vegetables,126.6,2009,Medium,Tier 2,Supermarket Type2,2474.62
10.81,Regular,0.14,Meat,106.93,1998,Small,Tier 3,Food Mart,2216.68
13.62,No Sugar,0.021,Health and Hygiene,121.39,2009,Medium,Tier 2,Supermarket Type2,3146.23
12.44,Low Sugar,0.041,Dairy,175.32,2009,Medium,Tier 2,Supermarket Type2,3983.94
15.05,Low Sugar,0.057,Canned,113.28,2009,Medium,Tier 2,Supermarket Type2,3303.92
14.34,Low Sugar,0.177,Fruits and Vegetables,134.41,2009,Medium,Tier 2,Supermarket Type2,3577.03
6.61,Low Sugar,0.071,Hard Drinks,109.29,1998,Small,Tier 3,Food Mart,1315.05
10.16,No Sugar,0.103,Health and Hygiene,133.41,2009,Medium,Tier 2,Supermarket Type2,2611.24
14.48,Low Sugar,0.128,Canned,127.85,2009,Medium,Tier 2,Supermarket Type2,3472.91
13.07,Low Sugar,0.188,Fruits and Vegetables,123.16,2009,Medium,Tier 2,Supermarket Type2,3058.25
9.47,Low Sugar,0.149,Frozen Foods,100.97,1998,Small,Tier 3,Food Mart,1791.34
16.97,Regular,0.057,Baking Goods,155.79,1987,High,Tier 2,Supermarket Type1,4609.26
10.71,No Sugar,0.01,Household,141.84,2009,Medium,Tier 2,Supermarket Type2,2908.17
12.97,No Sugar,0.071,Household,171.6,1987,High,Tier 2,Supermarket Type1,4027.27
13.83,Low Sugar,0.072,Meat,183.21,1999,Medium,Tier 1,Departmental Store,4459.51
14.09,Low Sugar,0.064,Snack Foods,187.21,1987,High,Tier 2,Supermarket Type1,4600.44
13.86,Low Sugar,0.053,Canned,143.94,2009,Medium,Tier 2,Supermarket Type2,3663.5
13.2,Low Sugar,0.065,Snack Foods,115.26,2009,Medium,Tier 2,Supermarket Type2,2927.41
15.18,Low Sugar,0.094,Dairy,146.11,1987,High,Tier 2,Supermarket Type1,4005.13
15.94,Low Sugar,0.046,Frozen Foods,195.24,1999,Medium,Tier 1,Departmental Store,5183.43
11.38,Low Sugar,0.148,Fruits and Vegetables,146.4,2009,Medium,Tier 2,Supermarket Type2,3152.83
13.18,Low Sugar,0.119,Baking Goods,145.25,2009,Medium,Tier 2,Supermarket Type2,3535.35
10.84,Regular,0.034,Breakfast,77.26,1998,Small,Tier 3,Food Mart,1615.93
14.08,Low Sugar,0.097,Soft Drinks,129.55,2009,Medium,Tier 2,Supermarket Type2,3419.29
8.41,Regular,0.012,Fruits and Vegetables,134.61,1998,Small,Tier 3,Food Mart,2239.9
12.99,Low Sugar,0.083,Fruits and Vegetables,113.91,2009,Medium,Tier 2,Supermarket Type2,2851.45
9.29,No Sugar,0.174,Household,136.72,1987,High,Tier 2,Supermarket Type1,2482.01
15.15,Low Sugar,0.099,Breads,185.73,1987,High,Tier 2,Supermarket Type1,4808.46
12.24,No Sugar,0.061,Household,178.91,1987,High,Tier 2,Supermarket Type1,4011.83
10.38,Low Sugar,0.036,Fruits and Vegetables,116.66,1987,High,Tier 2,Supermarket Type1,2317.31
14.01,Low Sugar,0.141,Soft Drinks,193.58,1987,High,Tier 2,Supermarket Type1,4712.78
12.65,No Sugar,0.038,Household,137.61,2009,Medium,Tier 2,Supermarket Type2,3258.76
12.45,Regular,0.03,Snack Foods,137.85,2009,Medium,Tier 2,Supermarket Type2,3220.32
12.02,Low Sugar,0.049,Fruits and Vegetables,149.09,2009,Medium,Tier 2,Supermarket Type2,3352.57
12.06,Regular,0.017,Frozen Foods,139.54,2009,Medium,Tier 2,Supermarket Type2,4409.76
13.07,Low Sugar,0.167,Fruits and Vegetables,182.56,1999,Medium,Tier 1,Departmental Store,4274.17
13.15,Low Sugar,0.025,Soft Drinks,159.47,2009,Medium,Tier 2,Supermarket Type2,3820.25
13.76,Low Sugar,0.036,Fruits and Vegetables,145.03,2009,Medium,Tier 2,Supermarket Type2,3662.76
11.67,Regular,0.035,Fruits and Vegetables,140.95,2009,Medium,Tier 2,Supermarket Type2,3105.81
13.26,Low Sugar,0.093,Snack Foods,95.67,2009,Medium,Tier 2,Supermarket Type2,2540.04
12.72,Regular,0.068,Meat,134.18,2009,Medium,Tier 2,Supermarket Type2,3205.09
10.93,Low Sugar,0.089,Dairy,189.17,2009,Medium,Tier 2,Supermarket Type2,3926.74
11.16,Low Sugar,0.143,Snack Foods,174.91,2009,Medium,Tier 2,Supermarket Type2,3686.4
12.43,Regular,0.066,Baking Goods,165.24,2009,Medium,Tier 2,Supermarket Type2,3776.27
11.88,Low Sugar,0.01,Fruits and Vegetables,128.98,2009,Medium,Tier 2,Supermarket Type2,2910.11
7.67,Low Sugar,0.05,Canned,100.18,1998,Small,Tier 3,Food Mart,1369.23
13.42,reg,0.17,Frozen Foods,155.68,2009,Medium,Tier 2,Supermarket Type2,3803.58
15.65,Low Sugar,0.149,Snack Foods,175.07,1987,High,Tier 2,Supermarket Type1,4703.47
13.69,Regular,0.126,Baking Goods,163.53,1987,High,Tier 2,Supermarket Type1,4024.95
13.13,Regular,0.077,Soft Drinks,220.88,1999,Medium,Tier 1,Departmental Store,5073.08
12.63,Low Sugar,0.176,Canned,160.53,2009,Medium,Tier 2,Supermarket Type2,3724.49
13.66,Regular,0.035,Soft Drinks,122.04,2009,Medium,Tier 2,Supermarket Type2,3168.81
13.51,Low Sugar,0.123,Dairy,140.42,2009,Medium,Tier 2,Supermarket Type2,3511.58
11.12,No Sugar,0.054,Health and Hygiene,132.56,2009,Medium,Tier 2,Supermarket Type2,2811.46
10.45,Low Sugar,0.175,Meat,150.68,2009,Medium,Tier 2,Supermarket Type2,3030.79
10.54,Low Sugar,0.066,Canned,127.66,2009,Medium,Tier 2,Supermarket Type2,2579.64
12.14,Regular,0.023,Canned,120.46,2009,Medium,Tier 2,Supermarket Type2,2794.29
13.98,Low Sugar,0.029,Baking Goods,124.55,2009,Medium,Tier 2,Supermarket Type2,3293.66
12.61,Regular,0.102,Seafood,108.18,2009,Medium,Tier 2,Supermarket Type2,2647.83
15.78,Low Sugar,0.007,Meat,183.84,1987,High,Tier 2,Supermarket Type1,4913.85
9.35,Regular,0.034,Frozen Foods,115.31,1998,Small,Tier 3,Food Mart,2058.19
12.46,Low Sugar,0.039,Frozen Foods,153.41,2009,Medium,Tier 2,Supermarket Type2,3541.19
14.43,Low Sugar,0.115,Fruits and Vegetables,181.83,1987,High,Tier 2,Supermarket Type1,4566.17
10.76,Regular,0.018,Snack Foods,154.09,2009,Medium,Tier 2,Supermarket Type2,3169.26
9.53,Low Sugar,0.025,Snack Foods,95.43,1998,Small,Tier 3,Food Mart,1691.6
14.4,Low Sugar,0.025,Baking Goods,166.87,1999,Medium,Tier 1,Departmental Store,4253.83
12.59,No Sugar,0.026,Household,142.45,2009,Medium,Tier 2,Supermarket Type2,3345.89
15.73,Low Sugar,0.066,Snack Foods,182.77,1987,High,Tier 2,Supermarket Type1,3443.57
12.94,No Sugar,0.286,Household,194.75,1999,Medium,Tier 1,Departmental Store,4494.62
14.39,Low Sugar,0.041,Snack Foods,151.62,2009,Medium,Tier 2,Supermarket Type2,3940.36
12.16,Regular,0.092,Frozen Foods,115.92,2009,Medium,Tier 2,Supermarket Type2,2705.2
10.77,Low Sugar,0.036,Baking Goods,103.87,1998,Small,Tier 3,Food Mart,2144.87
8.59,Regular,0.061,Meat,118.84,1998,Small,Tier 3,Food Mart,1958.5
12.57,Low Sugar,0.085,Baking Goods,156.28,2009,Medium,Tier 2,Supermarket Type2,3622.69
14.65,No Sugar,0.122,Health and Hygiene,175.07,1999,Medium,Tier 1,Departmental Store,4477.82
12.43,Low Sugar,0.03,Fruits and Vegetables,137.89,2009,Medium,Tier 2,Supermarket Type2,3215.91
12.84,Low Sugar,0.066,Snack Foods,158.02,2009,Medium,Tier 2,Supermarket Type2,3720.69
16.48,Low Sugar,0.086,Frozen Foods,175.86,1999,Medium,Tier 1,Departmental Store,4909.21
10.14,Regular,0.027,Fruits and Vegetables,147.2,2009,Medium,Tier 2,Supermarket Type2,4740.12
14.03,Regular,0.048,Dairy,144.28,2009,Medium,Tier 2,Supermarket Type2,3708.97
9.87,Regular,0.06,Meat,162.34,2009,Medium,Tier 2,Supermarket Type2,3137.52
15.73,Low Sugar,0.102,Hard Drinks,132.78,2009,Medium,Tier 2,Supermarket Type2,3856.65
10.58,Low Sugar,0.032,Meat,115.12,1987,High,Tier 2,Supermarket Type1,2331.74
9.48,Low Sugar,0.027,Dairy,87.64,1998,Small,Tier 3,Food Mart,1522.14
14.14,reg,0.034,Frozen Foods,153.5,2009,Medium,Tier 2,Supermarket Type2,3921.9
14.48,Regular,0.032,Fruits and Vegetables,176.27,1999,Medium,Tier 1,Departmental Store,4465.21
12.95,Regular,0.119,Frozen Foods,168.02,2009,Medium,Tier 2,Supermarket Type2,3950.9
10.71,Low Sugar,0.128,Frozen Foods,120.38,1987,High,Tier 2,Supermarket Type1,2468.89
12.84,Low Sugar,0.031,Fruits and Vegetables,108.5,2009,Medium,Tier 2,Supermarket Type2,2708.08
8.23,Low Sugar,0.111,Canned,150.56,2009,Medium,Tier 2,Supermarket Type2,2526.52
10.67,Low Sugar,0.11,Fruits and Vegetables,142.82,2009,Medium,Tier 2,Supermarket Type2,2918.65
13.27,Regular,0.132,Dairy,120.71,2009,Medium,Tier 2,Supermarket Type2,3053.49
15.91,Low Sugar,0.067,Frozen Foods,150.05,1999,Medium,Tier 1,Departmental Store,4250.77
13.57,Regular,0.081,Meat,133.88,2009,Medium,Tier 2,Supermarket Type2,3392.46
11.88,Low Sugar,0.14,Baking Goods,165.99,2009,Medium,Tier 2,Supermarket Type2,3666.84
14.43,Regular,0.079,Baking Goods,161.34,1987,High,Tier 2,Supermarket Type1,4148.8
16.36,Low Sugar,0.011,Canned,160.12,1987,High,Tier 2,Supermarket Type1,4558.21
14.22,No Sugar,0.098,Health and Hygiene,129.29,2009,Medium,Tier 2,Supermarket Type2,3443.99
13.24,Regular,0.071,Baking Goods,159.6,2009,Medium,Tier 2,Supermarket Type2,3843.76
13.0,Regular,0.128,Fruits and Vegetables,160.02,2009,Medium,Tier 2,Supermarket Type2,3797.5
14.87,Low Sugar,0.185,Fruits and Vegetables,126.36,2009,Medium,Tier 2,Supermarket Type2,3531.51
11.26,No Sugar,0.047,Household,133.02,2009,Medium,Tier 2,Supermarket Type2,2851.53
14.17,Low Sugar,0.074,Fruits and Vegetables,155.33,2009,Medium,Tier 2,Supermarket Type2,3966.44
7.3,Regular,0.033,Canned,133.38,1998,Small,Tier 3,Food Mart,1963.62
13.09,Low Sugar,0.143,Frozen Foods,135.76,2009,Medium,Tier 2,Supermarket Type2,3320.51
12.13,Low Sugar,0.038,Meat,137.0,2009,Medium,Tier 2,Supermarket Type2,3129.14
13.51,No Sugar,0.022,Health and Hygiene,170.11,1987,High,Tier 2,Supermarket Type1,4119.5
11.29,Low Sugar,0.028,Frozen Foods,147.07,2009,Medium,Tier 2,Supermarket Type2,3146.78
13.98,No Sugar,0.025,Household,143.1,2009,Medium,Tier 2,Supermarket Type2,3672.74
14.44,Low Sugar,0.077,Snack Foods,161.24,1987,High,Tier 2,Supermarket Type1,4146.75
10.36,Low Sugar,0.021,Baking Goods,139.05,2009,Medium,Tier 2,Supermarket Type2,2771.99
9.2,Low Sugar,0.021,Frozen Foods,167.83,2009,Medium,Tier 2,Supermarket Type2,3098.13
9.2,Low Sugar,0.033,Hard Drinks,119.43,1998,Small,Tier 3,Food Mart,2108.04
11.76,Low Sugar,0.021,Snack Foods,158.84,2009,Medium,Tier 2,Supermarket Type2,3493.01
11.27,Low Sugar,0.082,Fruits and Vegetables,125.62,2009,Medium,Tier 2,Supermarket Type2,2702.04
11.54,Regular,0.035,Seafood,152.03,2009,Medium,Tier 2,Supermarket Type2,3303.99
15.24,Low Sugar,0.059,Baking Goods,141.0,2009,Medium,Tier 2,Supermarket Type2,3913.45
15.78,Regular,0.121,Fruits and Vegetables,212.3,1999,Medium,Tier 1,Departmental Store,3666.96
10.91,Low Sugar,0.05,Frozen Foods,129.6,2009,Medium,Tier 2,Supermarket Type2,2703.23
10.04,Low Sugar,0.053,Hard Drinks,116.84,1998,Small,Tier 3,Food Mart,2244.87
15.32,Low Sugar,0.09,Breakfast,146.0,1987,High,Tier 2,Supermarket Type1,4034.35
14.92,Regular,0.12,Meat,174.81,1987,High,Tier 2,Supermarket Type1,4533.9
11.95,Regular,0.033,Frozen Foods,103.91,1999,Medium,Tier 1,Departmental Store,5701.71
11.53,Low Sugar,0.056,Fruits and Vegetables,126.87,2009,Medium,Tier 2,Supermarket Type2,2787.29
16.08,Low Sugar,0.232,Soft Drinks,205.12,1999,Medium,Tier 1,Departmental Store,5416.25
11.64,Low Sugar,0.211,Canned,139.59,2009,Medium,Tier 2,Supermarket Type2,3072.54
10.16,No Sugar,0.021,Household,107.56,1998,Small,Tier 3,Food Mart,2083.22
11.3,Low Sugar,0.015,Canned,114.98,1987,High,Tier 2,Supermarket Type1,2492.82
11.48,No Sugar,0.099,Others,122.62,2009,Medium,Tier 2,Supermarket Type2,2689.48
15.49,Low Sugar,0.04,Meat,216.04,1999,Medium,Tier 1,Departmental Store,5507.15
16.76,Low Sugar,0.08,Snack Foods,155.36,1987,High,Tier 2,Supermarket Type1,4552.6
16.22,reg,0.038,Canned,138.84,1987,High,Tier 2,Supermarket Type1,4092.23
11.61,Low Sugar,0.069,Snack Foods,135.73,2009,Medium,Tier 2,Supermarket Type2,2986.81
11.96,Regular,0.108,Snack Foods,134.84,2009,Medium,Tier 2,Supermarket Type2,3046.32
12.27,Regular,0.064,Snack Foods,195.1,1999,Medium,Tier 1,Departmental Store,4350.77
12.45,No Sugar,0.046,Health and Hygiene,164.01,2009,Medium,Tier 2,Supermarket Type2,3755.52
13.36,Low Sugar,0.067,Snack Foods,124.34,2009,Medium,Tier 2,Supermarket Type2,3148.42
14.22,Low Sugar,0.077,Baking Goods,148.2,2009,Medium,Tier 2,Supermarket Type2,2403.57
13.99,Low Sugar,0.058,Fruits and Vegetables,122.83,2009,Medium,Tier 2,Supermarket Type2,3259.16
8.93,Low Sugar,0.038,Frozen Foods,97.79,1998,Small,Tier 3,Food Mart,1603.34
14.19,Low Sugar,0.093,Soft Drinks,198.31,1987,High,Tier 2,Supermarket Type1,4849.99
12.68,Regular,0.038,Baking Goods,185.23,1999,Medium,Tier 1,Departmental Store,4240.75
13.97,Regular,0.036,Dairy,121.44,2009,Medium,Tier 2,Supermarket Type2,3227.91
13.64,No Sugar,0.017,Household,213.35,1999,Medium,Tier 1,Departmental Store,5032.64
10.69,Regular,0.054,Dairy,132.9,2009,Medium,Tier 2,Supermarket Type2,2720.99
12.65,Low Sugar,0.04,Frozen Foods,124.33,2009,Medium,Tier 2,Supermarket Type2,2987.74
11.82,Regular,0.186,Dairy,109.6,1987,High,Tier 2,Supermarket Type1,2499.78
10.44,Low Sugar,0.023,Meat,145.83,2009,Medium,Tier 2,Supermarket Type2,2927.84
11.65,Regular,0.067,Fruits and Vegetables,153.86,2009,Medium,Tier 2,Supermarket Type2,3632.78
7.98,Low Sugar,0.074,Dairy,82.52,1998,Small,Tier 3,Food Mart,1077.4
10.03,Low Sugar,0.137,Dairy,150.09,2009,Medium,Tier 2,Supermarket Type2,2922.6
14.34,Low Sugar,0.104,Fruits and Vegetables,127.5,2009,Medium,Tier 2,Supermarket Type2,5140.07
10.32,Regular,0.034,Soft Drinks,127.13,2009,Medium,Tier 2,Supermarket Type2,2519.76
15.71,Low Sugar,0.043,Baking Goods,179.38,1998,Small,Tier 3,Food Mart,1244.11
12.71,No Sugar,0.022,Household,178.46,1987,High,Tier 2,Supermarket Type1,4108.2
12.28,Low Sugar,0.083,Dairy,194.11,1999,Medium,Tier 1,Departmental Store,4333.03
13.54,Low Sugar,0.085,Meat,173.14,1987,High,Tier 2,Supermarket Type1,4188.21
11.34,Low Sugar,0.074,Fruits and Vegetables,119.84,2009,Medium,Tier 2,Supermarket Type2,2599.43
14.8,No Sugar,0.016,Health and Hygiene,140.53,2009,Medium,Tier 2,Supermarket Type2,3806.53
9.58,Low Sugar,0.039,Snack Foods,78.71,1998,Small,Tier 3,Food Mart,1361.51
13.82,Low Sugar,0.066,Fruits and Vegetables,94.37,1999,Medium,Tier 1,Departmental Store,5719.69
12.21,No Sugar,0.042,Health and Hygiene,147.73,1998,Small,Tier 3,Food Mart,1150.13
10.05,reg,0.046,Baking Goods,121.49,1987,High,Tier 2,Supermarket Type1,2342.24
11.14,Low Sugar,0.01,Fruits and Vegetables,145.88,2009,Medium,Tier 2,Supermarket Type2,3088.7
9.18,Regular,0.024,Fruits and Vegetables,104.44,1998,Small,Tier 3,Food Mart,1795.89
14.26,Low Sugar,0.115,Baking Goods,160.09,1987,High,Tier 2,Supermarket Type1,4083.51
15.76,Low Sugar,0.015,Canned,141.45,1987,High,Tier 2,Supermarket Type1,4040.31
13.12,Regular,0.068,Dairy,184.93,1999,Medium,Tier 1,Departmental Store,4333.58
12.95,Regular,0.035,Meat,179.87,1987,High,Tier 2,Supermarket Type1,4191.26
14.57,Low Sugar,0.138,Fruits and Vegetables,147.77,2009,Medium,Tier 2,Supermarket Type2,3902.7
16.18,Low Sugar,0.022,Frozen Foods,197.04,1999,Medium,Tier 1,Departmental Store,5273.53
13.16,Regular,0.024,Meat,171.08,1987,High,Tier 2,Supermarket Type1,4060.53
11.32,Regular,0.163,Breads,157.13,2009,Medium,Tier 2,Supermarket Type2,3358.67
9.1,Low Sugar,0.12,Frozen Foods,77.12,1998,Small,Tier 3,Food Mart,1219.82
8.57,Regular,0.064,Snack Foods,81.53,1998,Small,Tier 3,Food Mart,1189.81
12.95,No Sugar,0.052,Health and Hygiene,156.13,2009,Medium,Tier 2,Supermarket Type2,3521.02
8.15,Low Sugar,0.024,Baking Goods,88.98,1998,Small,Tier 3,Food Mart,1248.88
11.27,Regular,0.061,Frozen Foods,124.65,2009,Medium,Tier 2,Supermarket Type2,2682.62
10.71,Low Sugar,0.108,Fruits and Vegetables,147.38,2009,Medium,Tier 2,Supermarket Type2,3020.84
14.46,Regular,0.044,Baking Goods,95.67,2009,Medium,Tier 2,Supermarket Type2,2811.63
8.31,Regular,0.092,Baking Goods,116.09,1998,Small,Tier 3,Food Mart,1839.11
12.64,No Sugar,0.024,Health and Hygiene,180.87,1987,High,Tier 2,Supermarket Type1,4143.01
14.43,Low Sugar,0.075,Snack Foods,142.59,2009,Medium,Tier 2,Supermarket Type2,3763.97
12.5,Low Sugar,0.066,Fruits and Vegetables,120.18,2009,Medium,Tier 2,Supermarket Type2,2870.22
12.36,No Sugar,0.098,Household,102.01,1987,High,Tier 2,Supermarket Type1,2466.62
12.63,Regular,0.109,Fruits and Vegetables,102.16,2009,Medium,Tier 2,Supermarket Type2,2529.62
7.06,Low Sugar,0.167,Meat,52.62,1998,Small,Tier 3,Food Mart,258.72
17.24,Low Sugar,0.067,Frozen Foods,188.7,1999,Medium,Tier 1,Departmental Store,5341.76
15.89,No Sugar,0.091,Household,215.83,1999,Medium,Tier 1,Departmental Store,5592.31
10.56,Regular,0.043,Seafood,121.36,1987,High,Tier 2,Supermarket Type1,2454.94
12.78,Low Sugar,0.065,Fruits and Vegetables,194.5,1999,Medium,Tier 1,Departmental Store,4453.75
15.51,Low Sugar,0.013,Snack Foods,176.89,1987,High,Tier 2,Supermarket Type1,4709.62
12.23,Low Sugar,0.184,Dairy,138.03,2009,Medium,Tier 2,Supermarket Type2,3173.89
13.11,Low Sugar,0.075,Snack Foods,170.56,1987,High,Tier 2,Supermarket Type1,4037.65
11.49,Low Sugar,0.034,Snack Foods,140.41,2009,Medium,Tier 2,Supermarket Type2,3054.96
16.46,No Sugar,0.073,Health and Hygiene,126.51,2009,Medium,Tier 2,Supermarket Type2,3894.09
15.16,Regular,0.14,Soft Drinks,222.5,1999,Medium,Tier 1,Departmental Store,5563.1
10.63,Low Sugar,0.027,Dairy,121.9,1987,High,Tier 2,Supermarket Type1,2483.01
16.21,Low Sugar,0.107,Meat,186.36,1999,Medium,Tier 1,Departmental Store,5061.92
13.38,Low Sugar,0.016,Soft Drinks,156.4,2009,Medium,Tier 2,Supermarket Type2,3808.44
15.73,Low Sugar,0.016,Frozen Foods,154.08,1999,Medium,Tier 1,Departmental Store,4291.93
11.2,Low Sugar,0.057,Snack Foods,164.77,2009,Medium,Tier 2,Supermarket Type2,3486.95
11.41,Low Sugar,0.076,Fruits and Vegetables,144.24,2009,Medium,Tier 2,Supermarket Type2,3115.23
11.52,Low Sugar,0.127,Frozen Foods,165.78,2009,Medium,Tier 2,Supermarket Type2,3581.75
10.94,Low Sugar,0.027,Dairy,73.73,1998,Small,Tier 3,Food Mart,1567.12
12.7,Low Sugar,0.035,Fruits and Vegetables,179.62,1987,High,Tier 2,Supermarket Type1,4130.91
12.68,Regular,0.061,Dairy,154.4,2009,Medium,Tier 2,Supermarket Type2,3611.22
13.8,Low Sugar,0.021,Canned,130.88,2009,Medium,Tier 2,Supermarket Type2,3381.43
13.03,Low Sugar,0.041,Canned,141.02,2009,Medium,Tier 2,Supermarket Type2,3416.16
13.1,Low Sugar,0.16,Snack Foods,139.51,2009,Medium,Tier 2,Supermarket Type2,3399.29
11.12,Regular,0.094,Fruits and Vegetables,147.65,2009,Medium,Tier 2,Supermarket Type2,5339.9
9.08,Low Sugar,0.054,Dairy,145.76,2009,Medium,Tier 2,Supermarket Type2,2620.42
14.87,Regular,0.097,Soft Drinks,151.69,1987,High,Tier 2,Supermarket Type1,4049.79
15.96,No Sugar,0.076,Household,211.49,1999,Medium,Tier 1,Departmental Store,5520.55
13.42,Low Sugar,0.076,Baking Goods,177.88,1999,Medium,Tier 1,Departmental Store,4257.32
13.67,Low Sugar,0.046,Soft Drinks,165.23,1987,High,Tier 2,Supermarket Type1,4054.5
11.5,Low Sugar,0.025,Baking Goods,134.27,2009,Medium,Tier 2,Supermarket Type2,2931.39
9.39,Low Sugar,0.025,Canned,99.3,1998,Small,Tier 3,Food Mart,1738.91
10.66,Regular,0.025,Snack Foods,130.46,2009,Medium,Tier 2,Supermarket Type2,2663.66
9.19,No Sugar,0.009,Health and Hygiene,135.05,1987,High,Tier 2,Supermarket Type1,2424.95
13.04,Low Sugar,0.142,Dairy,163.19,2009,Medium,Tier 2,Supermarket Type2,3871.26
13.06,Low Sugar,0.009,Snack Foods,156.35,2009,Medium,Tier 2,Supermarket Type2,3735.19
14.48,Low Sugar,0.173,Soft Drinks,172.2,1999,Medium,Tier 1,Departmental Store,4381.85
12.17,Low Sugar,0.041,Soft Drinks,118.81,2009,Medium,Tier 2,Supermarket Type2,2766.9
11.2,Low Sugar,0.026,Baking Goods,136.41,2009,Medium,Tier 2,Supermarket Type2,2907.5
15.34,Low Sugar,0.035,Baking Goods,161.43,1999,Medium,Tier 1,Departmental Store,4354.58
14.22,Low Sugar,0.038,Dairy,136.71,2009,Medium,Tier 2,Supermarket Type2,3596.68
13.69,No Sugar,0.015,Health and Hygiene,148.21,2009,Medium,Tier 2,Supermarket Type2,5059.75
13.23,Low Sugar,0.075,Dairy,174.43,1987,High,Tier 2,Supermarket Type1,4143.86
11.95,Regular,0.031,Meat,145.9,2009,Medium,Tier 2,Supermarket Type2,3271.57
15.22,Regular,0.041,Frozen Foods,139.36,2009,Medium,Tier 2,Supermarket Type2,3876.69
15.56,Low Sugar,0.01,Frozen Foods,129.09,2009,Medium,Tier 2,Supermarket Type2,3743.61
